respondent_id	persona	Q1_in_fuzhou_university	Q2_birth_year	Q3_grade	Q4_major_category	Q5_internship_experience	Q6_employment_direction_clarity	Q7_unit_type	Q8_region	Q9_info_channels	Q10_salary_security_rank	Q11_career_development_rank	Q12_interest_match_rank	Q13_work_life_rank	Q14_company_social_rank	Q15_overall_rank	Q16_willing_consider_low_fame	Q17_other_factors
SIM-050	大三_积极型	1	4	3	1	1	1	1	1	5|7	福利待遇与社会保障>工作稳定性>薪资收入水平>工作环境及工作条件	长期职业发展空间>培训和学习机会>发展个人能力特长>晋升机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作时间和休假制度>工作地点及通勤条件>办公硬件环境>工作强度与加班情况	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	工作生活因素>企业与社会因素>职业发展因素>兴趣与匹配因素>薪资与保障因素	1	倾向有海外业务的公司，想争取外派机会。
SIM-051	大三_理性型	1	5	3	1	1	2	5|6	5	2|8	工作环境及工作条件>福利待遇与社会保障>工作稳定性>薪资收入水平	发展个人能力特长>培训和学习机会>长期职业发展空间>晋升机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	办公硬件环境>工作时间和休假制度>工作强度与加班情况>工作地点及通勤条件	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	工作生活因素>职业发展因素>企业与社会因素>薪资与保障因素>兴趣与匹配因素	2	离家近、通勤方便对我很重要。
SIM-052	大四_谨慎型	1	3	4	1	2	1	4	1	7|5|8	工作稳定性>工作环境及工作条件>薪资收入水平>福利待遇与社会保障	长期职业发展空间>培训和学习机会>发展个人能力特长>晋升机会	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	办公硬件环境>工作强度与加班情况>工作时间和休假制度>工作地点及通勤条件	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	企业与社会因素>薪资与保障因素>职业发展因素>工作生活因素>兴趣与匹配因素	4	希望公司有完善的导师带教制度。
SIM-053	大二_积极型	2	5	2	1	2	2	1|5	1	7|3	工作环境及工作条件>工作稳定性>福利待遇与社会保障>薪资收入水平	培训和学习机会>发展个人能力特长>长期职业发展空间>晋升机会	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作强度与加班情况>工作地点及通勤条件>办公硬件环境>工作时间和休假制度	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	薪资与保障因素>企业与社会因素>职业发展因素>兴趣与匹配因素>工作生活因素	1	
SIM-054	大一_谨慎型	1	5	1	3	2	4	1|2	1	3|7|8	福利待遇与社会保障>薪资收入水平>工作稳定性>工作环境及工作条件	发展个人能力特长>长期职业发展空间>晋升机会>培训和学习机会	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	办公硬件环境>工作时间和休假制度>工作强度与加班情况>工作地点及通勤条件	企业文化和工作氛围>企业知名度和社会声誉>企业发展前景	薪资与保障因素>职业发展因素>工作生活因素>兴趣与匹配因素>企业与社会因素	2	更看重团队氛围是否融洽。
SIM-055	研究生_理性型	1	2	5	2	1	4	2	2	1|8|6|2	薪资收入水平>福利待遇与社会保障>工作稳定性>工作环境及工作条件	晋升机会>培训和学习机会>发展个人能力特长>长期职业发展空间	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	办公硬件环境>工作强度与加班情况>工作时间和休假制度>工作地点及通勤条件	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	薪资与保障因素>工作生活因素>企业与社会因素>兴趣与匹配因素>职业发展因素	1	希望能参与到有实际产出感的项目。
SIM-056	大三_积极型	1	4	3	3	1	2	7|1|2	2	9|6|3	福利待遇与社会保障>工作稳定性>薪资收入水平>工作环境及工作条件	培训和学习机会>发展个人能力特长>长期职业发展空间>晋升机会	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	办公硬件环境>工作地点及通勤条件>工作时间和休假制度>工作强度与加班情况	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	薪资与保障因素>企业与社会因素>兴趣与匹配因素>工作生活因素>职业发展因素	2	加班有加班费或调休的话可以接受。
SIM-057	大一_积极型	1	5	1	2	2	1	2	5	7|9|2	福利待遇与社会保障>工作环境及工作条件>工作稳定性>薪资收入水平	培训和学习机会>发展个人能力特长>长期职业发展空间>晋升机会	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	办公硬件环境>工作地点及通勤条件>工作强度与加班情况>工作时间和休假制度	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	企业与社会因素>兴趣与匹配因素>工作生活因素>职业发展因素>薪资与保障因素	1	只要成长空间大，知名度不高也无所谓。
SIM-058	大三_理性型	1	4	3	2	1	4	2|1	2	1|6|2|7	薪资收入水平>工作稳定性>工作环境及工作条件>福利待遇与社会保障	培训和学习机会>长期职业发展空间>发展个人能力特长>晋升机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作时间和休假制度>工作强度与加班情况>办公硬件环境>工作地点及通勤条件	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	企业与社会因素>职业发展因素>薪资与保障因素>工作生活因素>兴趣与匹配因素	1	倾向有海外业务的公司，想争取外派机会。
SIM-059	大二_理性型	1	5	2	7	1	3	4	1	2|5	工作稳定性>工作环境及工作条件>福利待遇与社会保障>薪资收入水平	培训和学习机会>晋升机会>发展个人能力特长>长期职业发展空间	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	工作地点及通勤条件>工作时间和休假制度>工作强度与加班情况>办公硬件环境	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	企业与社会因素>职业发展因素>薪资与保障因素>兴趣与匹配因素>工作生活因素	3	
SIM-060	大一_谨慎型	1	4	1	1	2	4	1|4	1	7|2|3|8	工作稳定性>薪资收入水平>福利待遇与社会保障>工作环境及工作条件	晋升机会>发展个人能力特长>培训和学习机会>长期职业发展空间	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	工作时间和休假制度>工作地点及通勤条件>办公硬件环境>工作强度与加班情况	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	工作生活因素>职业发展因素>企业与社会因素>薪资与保障因素>兴趣与匹配因素	4	
SIM-061	大一_理性型	1	6	1	1	2	4	6|2	3	5|6|10	薪资收入水平>工作环境及工作条件>工作稳定性>福利待遇与社会保障	长期职业发展空间>发展个人能力特长>晋升机会>培训和学习机会	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	办公硬件环境>工作时间和休假制度>工作地点及通勤条件>工作强度与加班情况	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	企业与社会因素>职业发展因素>兴趣与匹配因素>工作生活因素>薪资与保障因素	1	
SIM-062	大二_理性型	1	5	2	3	2	1	1|4	1	8|4|1	福利待遇与社会保障>工作环境及工作条件>薪资收入水平>工作稳定性	晋升机会>培训和学习机会>发展个人能力特长>长期职业发展空间	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	工作时间和休假制度>工作地点及通勤条件>办公硬件环境>工作强度与加班情况	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	薪资与保障因素>企业与社会因素>兴趣与匹配因素>职业发展因素>工作生活因素	4	希望工作强度适中，不要长期加班。
SIM-063	大一_积极型	2	5	1	1	2	2	2|1	1	6|1|2|4	薪资收入水平>工作环境及工作条件>工作稳定性>福利待遇与社会保障	长期职业发展空间>发展个人能力特长>培训和学习机会>晋升机会	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	工作强度与加班情况>办公硬件环境>工作地点及通勤条件>工作时间和休假制度	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	职业发展因素>工作生活因素>企业与社会因素>薪资与保障因素>兴趣与匹配因素	2	
SIM-064	大一_积极型	1	5	1	5	2	2	2	1	3|7|6	工作稳定性>工作环境及工作条件>福利待遇与社会保障>薪资收入水平	培训和学习机会>发展个人能力特长>晋升机会>长期职业发展空间	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作地点及通勤条件>办公硬件环境>工作时间和休假制度>工作强度与加班情况	企业文化和工作氛围>企业知名度和社会声誉>企业发展前景	职业发展因素>薪资与保障因素>工作生活因素>兴趣与匹配因素>企业与社会因素	3	希望工作强度适中，不要长期加班。
SIM-065	大四_谨慎型	2	3	4	1	2	2	1|5	5	1|3|9	福利待遇与社会保障>薪资收入水平>工作环境及工作条件>工作稳定性	晋升机会>长期职业发展空间>发展个人能力特长>培训和学习机会	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	办公硬件环境>工作强度与加班情况>工作地点及通勤条件>工作时间和休假制度	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	工作生活因素>薪资与保障因素>职业发展因素>企业与社会因素>兴趣与匹配因素	2	企业是否有清晰的晋升通道很关键。
SIM-066	大一_积极型	1	5	1	1	2	3	4|2	5	1|6	薪资收入水平>工作稳定性>福利待遇与社会保障>工作环境及工作条件	发展个人能力特长>长期职业发展空间>晋升机会>培训和学习机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作强度与加班情况>工作地点及通勤条件>工作时间和休假制度>办公硬件环境	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	薪资与保障因素>职业发展因素>企业与社会因素>工作生活因素>兴趣与匹配因素	4	
SIM-067	大四_积极型	1	4	4	5	1	1	1|5|4	1	2|3	工作稳定性>薪资收入水平>福利待遇与社会保障>工作环境及工作条件	发展个人能力特长>长期职业发展空间>晋升机会>培训和学习机会	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	工作地点及通勤条件>工作时间和休假制度>工作强度与加班情况>办公硬件环境	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	薪资与保障因素>兴趣与匹配因素>企业与社会因素>工作生活因素>职业发展因素	1	
SIM-068	大一_积极型	1	4	1	4	2	2	2|4	1	1|7	工作稳定性>福利待遇与社会保障>工作环境及工作条件>薪资收入水平	晋升机会>发展个人能力特长>长期职业发展空间>培训和学习机会	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	办公硬件环境>工作时间和休假制度>工作强度与加班情况>工作地点及通勤条件	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	职业发展因素>企业与社会因素>薪资与保障因素>兴趣与匹配因素>工作生活因素	2	会关注企业是否支持员工继续深造。
SIM-069	大二_理性型	1	5	2	1	1	3	1|3	1	2|3	工作稳定性>工作环境及工作条件>福利待遇与社会保障>薪资收入水平	发展个人能力特长>长期职业发展空间>培训和学习机会>晋升机会	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	工作强度与加班情况>工作时间和休假制度>工作地点及通勤条件>办公硬件环境	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	企业与社会因素>兴趣与匹配因素>工作生活因素>职业发展因素>薪资与保障因素	4	更想去有年轻团队的公司。
SIM-070	大二_理性型	1	5	2	6	2	3	1	1	7|1	薪资收入水平>工作稳定性>工作环境及工作条件>福利待遇与社会保障	培训和学习机会>长期职业发展空间>发展个人能力特长>晋升机会	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	工作时间和休假制度>工作强度与加班情况>工作地点及通勤条件>办公硬件环境	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	薪资与保障因素>工作生活因素>企业与社会因素>职业发展因素>兴趣与匹配因素	3	创业氛围浓厚的团队更有吸引力。
SIM-071	研究生_积极型	1	2	5	2	1	2	1|4	2	7|1|8|6	福利待遇与社会保障>工作稳定性>工作环境及工作条件>薪资收入水平	长期职业发展空间>培训和学习机会>晋升机会>发展个人能力特长	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	工作强度与加班情况>工作时间和休假制度>办公硬件环境>工作地点及通勤条件	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	薪资与保障因素>企业与社会因素>工作生活因素>兴趣与匹配因素>职业发展因素	1	加班有加班费或调休的话可以接受。
SIM-072	大一_理性型	1	5	1	4	2	3	5|4	1	7|8|6|3	薪资收入水平>福利待遇与社会保障>工作环境及工作条件>工作稳定性	发展个人能力特长>长期职业发展空间>培训和学习机会>晋升机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作地点及通勤条件>办公硬件环境>工作强度与加班情况>工作时间和休假制度	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	薪资与保障因素>工作生活因素>职业发展因素>企业与社会因素>兴趣与匹配因素	2	更看重团队氛围是否融洽。
SIM-073	大二_积极型	1	6	2	4	1	3	1|4	1	3|2|9	工作稳定性>福利待遇与社会保障>薪资收入水平>工作环境及工作条件	长期职业发展空间>培训和学习机会>发展个人能力特长>晋升机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作强度与加班情况>工作时间和休假制度>办公硬件环境>工作地点及通勤条件	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	职业发展因素>薪资与保障因素>兴趣与匹配因素>企业与社会因素>工作生活因素	2	希望能参与到有实际产出感的项目。
SIM-074	大三_理性型	1	4	3	2	1	3	1|4	1	6|4|3	工作环境及工作条件>工作稳定性>薪资收入水平>福利待遇与社会保障	晋升机会>培训和学习机会>发展个人能力特长>长期职业发展空间	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	办公硬件环境>工作强度与加班情况>工作时间和休假制度>工作地点及通勤条件	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	薪资与保障因素>企业与社会因素>工作生活因素>兴趣与匹配因素>职业发展因素	2	离家近、通勤方便对我很重要。
SIM-075	大四_积极型	1	3	4	1	1	2	1|4	5	1|3|9	工作环境及工作条件>工作稳定性>薪资收入水平>福利待遇与社会保障	晋升机会>发展个人能力特长>培训和学习机会>长期职业发展空间	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	办公硬件环境>工作强度与加班情况>工作时间和休假制度>工作地点及通勤条件	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	职业发展因素>薪资与保障因素>工作生活因素>企业与社会因素>兴趣与匹配因素	2	倾向有海外业务的公司，想争取外派机会。
SIM-076	大二_积极型	1	4	2	1	2	1	5|1	1	7|6|8|2	工作环境及工作条件>薪资收入水平>工作稳定性>福利待遇与社会保障	晋升机会>发展个人能力特长>长期职业发展空间>培训和学习机会	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	工作强度与加班情况>工作时间和休假制度>办公硬件环境>工作地点及通勤条件	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	职业发展因素>薪资与保障因素>工作生活因素>企业与社会因素>兴趣与匹配因素	2	薪资是第一位的，其他都可以谈。
SIM-077	大三_积极型	2	5	3	3	1	2	1	1	3|2|6	福利待遇与社会保障>工作环境及工作条件>工作稳定性>薪资收入水平	发展个人能力特长>晋升机会>长期职业发展空间>培训和学习机会	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作地点及通勤条件>工作时间和休假制度>工作强度与加班情况>办公硬件环境	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	工作生活因素>兴趣与匹配因素>职业发展因素>薪资与保障因素>企业与社会因素	2	
SIM-078	大四_理性型	1	4	4	4	1	3	6	1	10|7	工作环境及工作条件>薪资收入水平>工作稳定性>福利待遇与社会保障	发展个人能力特长>晋升机会>长期职业发展空间>培训和学习机会	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	工作强度与加班情况>工作地点及通勤条件>办公硬件环境>工作时间和休假制度	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	职业发展因素>企业与社会因素>工作生活因素>薪资与保障因素>兴趣与匹配因素	4	
SIM-079	大一_谨慎型	1	5	1	7	2	4	6|5	1	4|1|2	福利待遇与社会保障>工作稳定性>工作环境及工作条件>薪资收入水平	培训和学习机会>发展个人能力特长>长期职业发展空间>晋升机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	办公硬件环境>工作时间和休假制度>工作强度与加班情况>工作地点及通勤条件	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	薪资与保障因素>企业与社会因素>职业发展因素>兴趣与匹配因素>工作生活因素	3	
SIM-080	大二_积极型	1	6	2	2	2	1	4	4	3|5|6|10	工作稳定性>薪资收入水平>福利待遇与社会保障>工作环境及工作条件	晋升机会>发展个人能力特长>培训和学习机会>长期职业发展空间	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	工作地点及通勤条件>办公硬件环境>工作强度与加班情况>工作时间和休假制度	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	薪资与保障因素>工作生活因素>兴趣与匹配因素>职业发展因素>企业与社会因素	2	希望行业本身有发展前景，比如新能源或数字经济。
SIM-081	大三_理性型	1	3	3	2	1	3	1|8|4	3	2|1|4	薪资收入水平>工作稳定性>工作环境及工作条件>福利待遇与社会保障	晋升机会>发展个人能力特长>长期职业发展空间>培训和学习机会	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	办公硬件环境>工作强度与加班情况>工作时间和休假制度>工作地点及通勤条件	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	薪资与保障因素>企业与社会因素>工作生活因素>职业发展因素>兴趣与匹配因素	1	比较在意五险一金是否足额缴纳。
SIM-082	大四_积极型	1	3	4	1	1	2	1|5	1	7|2|9	福利待遇与社会保障>薪资收入水平>工作环境及工作条件>工作稳定性	晋升机会>长期职业发展空间>培训和学习机会>发展个人能力特长	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	工作时间和休假制度>办公硬件环境>工作地点及通勤条件>工作强度与加班情况	企业文化和工作氛围>企业知名度和社会声誉>企业发展前景	企业与社会因素>薪资与保障因素>职业发展因素>兴趣与匹配因素>工作生活因素	1	希望工作强度适中，不要长期加班。
SIM-083	大三_积极型	1	5	3	3	1	2	4	1	2|5	福利待遇与社会保障>工作稳定性>薪资收入水平>工作环境及工作条件	培训和学习机会>发展个人能力特长>晋升机会>长期职业发展空间	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作地点及通勤条件>工作时间和休假制度>工作强度与加班情况>办公硬件环境	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	职业发展因素>企业与社会因素>薪资与保障因素>兴趣与匹配因素>工作生活因素	2	
SIM-084	大二_积极型	1	6	2	2	2	2	3|5	5	6|8	工作环境及工作条件>薪资收入水平>工作稳定性>福利待遇与社会保障	晋升机会>培训和学习机会>发展个人能力特长>长期职业发展空间	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作时间和休假制度>工作地点及通勤条件>工作强度与加班情况>办公硬件环境	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	企业与社会因素>薪资与保障因素>兴趣与匹配因素>职业发展因素>工作生活因素	2	
SIM-085	大三_积极型	2	4	3	1	2	2	4	1	6|7|2	工作稳定性>薪资收入水平>福利待遇与社会保障>工作环境及工作条件	晋升机会>培训和学习机会>长期职业发展空间>发展个人能力特长	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作地点及通勤条件>办公硬件环境>工作强度与加班情况>工作时间和休假制度	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	兴趣与匹配因素>薪资与保障因素>职业发展因素>企业与社会因素>工作生活因素	1	希望工作强度适中，不要长期加班。
SIM-086	大四_积极型	1	3	4	7	2	2	1|4|6	1	2|4|6	薪资收入水平>福利待遇与社会保障>工作环境及工作条件>工作稳定性	发展个人能力特长>长期职业发展空间>晋升机会>培训和学习机会	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	工作地点及通勤条件>工作强度与加班情况>工作时间和休假制度>办公硬件环境	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	兴趣与匹配因素>工作生活因素>薪资与保障因素>职业发展因素>企业与社会因素	1	
SIM-087	大一_积极型	1	6	1	2	1	3	1	2	3|6	工作环境及工作条件>福利待遇与社会保障>薪资收入水平>工作稳定性	发展个人能力特长>晋升机会>长期职业发展空间>培训和学习机会	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	办公硬件环境>工作时间和休假制度>工作强度与加班情况>工作地点及通勤条件	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	职业发展因素>薪资与保障因素>企业与社会因素>兴趣与匹配因素>工作生活因素	2	看重大平台带来的眼界和人脉。
SIM-088	大四_积极型	1	2	4	2	2	2	5	2	2|1	工作环境及工作条件>薪资收入水平>工作稳定性>福利待遇与社会保障	培训和学习机会>晋升机会>发展个人能力特长>长期职业发展空间	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作时间和休假制度>工作地点及通勤条件>工作强度与加班情况>办公硬件环境	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	薪资与保障因素>兴趣与匹配因素>工作生活因素>职业发展因素>企业与社会因素	1	希望岗位和专业对口，学有所用。
SIM-089	大一_谨慎型	1	6	1	1	1	4	1	5	2|1	薪资收入水平>工作环境及工作条件>福利待遇与社会保障>工作稳定性	晋升机会>长期职业发展空间>发展个人能力特长>培训和学习机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	办公硬件环境>工作地点及通勤条件>工作时间和休假制度>工作强度与加班情况	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	工作生活因素>企业与社会因素>职业发展因素>兴趣与匹配因素>薪资与保障因素	2	担心小公司不稳定，会先看经营状况。
SIM-090	大一_积极型	1	6	1	6	2	1	1|5|4	1	2|7|1|6	福利待遇与社会保障>工作环境及工作条件>工作稳定性>薪资收入水平	发展个人能力特长>晋升机会>培训和学习机会>长期职业发展空间	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作时间和休假制度>办公硬件环境>工作强度与加班情况>工作地点及通勤条件	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	职业发展因素>工作生活因素>兴趣与匹配因素>薪资与保障因素>企业与社会因素	2	希望行业本身有发展前景，比如新能源或数字经济。
SIM-091	大一_理性型	1	5	1	2	2	2	1	5	6|7	薪资收入水平>工作稳定性>工作环境及工作条件>福利待遇与社会保障	发展个人能力特长>长期职业发展空间>晋升机会>培训和学习机会	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作时间和休假制度>工作地点及通勤条件>办公硬件环境>工作强度与加班情况	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	薪资与保障因素>职业发展因素>兴趣与匹配因素>工作生活因素>企业与社会因素	3	
SIM-092	大四_积极型	1	3	4	6	1	1	4	5	7|8|1	薪资收入水平>福利待遇与社会保障>工作稳定性>工作环境及工作条件	晋升机会>长期职业发展空间>发展个人能力特长>培训和学习机会	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	工作强度与加班情况>工作时间和休假制度>办公硬件环境>工作地点及通勤条件	企业文化和工作氛围>企业知名度和社会声誉>企业发展前景	职业发展因素>工作生活因素>兴趣与匹配因素>薪资与保障因素>企业与社会因素	2	
SIM-093	大二_积极型	1	4	2	4	1	2	4	1	7|2	工作稳定性>薪资收入水平>工作环境及工作条件>福利待遇与社会保障	晋升机会>长期职业发展空间>培训和学习机会>发展个人能力特长	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作时间和休假制度>工作强度与加班情况>工作地点及通勤条件>办公硬件环境	企业文化和工作氛围>企业知名度和社会声誉>企业发展前景	职业发展因素>企业与社会因素>兴趣与匹配因素>薪资与保障因素>工作生活因素	2	希望公司有完善的导师带教制度。
SIM-094	大四_积极型	1	2	4	3	1	2	1	1	1|7|2|6	福利待遇与社会保障>工作稳定性>工作环境及工作条件>薪资收入水平	培训和学习机会>发展个人能力特长>晋升机会>长期职业发展空间	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作时间和休假制度>工作强度与加班情况>办公硬件环境>工作地点及通勤条件	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	职业发展因素>企业与社会因素>兴趣与匹配因素>工作生活因素>薪资与保障因素	2	
SIM-095	大四_谨慎型	1	3	4	2	2	3	1|4	3	7|3	薪资收入水平>工作稳定性>工作环境及工作条件>福利待遇与社会保障	晋升机会>发展个人能力特长>长期职业发展空间>培训和学习机会	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	工作强度与加班情况>工作时间和休假制度>办公硬件环境>工作地点及通勤条件	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	工作生活因素>企业与社会因素>兴趣与匹配因素>薪资与保障因素>职业发展因素	4	看重大平台带来的眼界和人脉。
SIM-096	大三_谨慎型	1	5	3	2	1	3	4	3	6|2	工作稳定性>薪资收入水平>工作环境及工作条件>福利待遇与社会保障	发展个人能力特长>长期职业发展空间>晋升机会>培训和学习机会	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	工作时间和休假制度>工作地点及通勤条件>工作强度与加班情况>办公硬件环境	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	工作生活因素>兴趣与匹配因素>薪资与保障因素>职业发展因素>企业与社会因素	2	
SIM-097	大四_理性型	1	3	4	1	1	3	1|8|4	2	2|6	福利待遇与社会保障>工作环境及工作条件>薪资收入水平>工作稳定性	培训和学习机会>发展个人能力特长>长期职业发展空间>晋升机会	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	工作强度与加班情况>办公硬件环境>工作时间和休假制度>工作地点及通勤条件	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	薪资与保障因素>职业发展因素>工作生活因素>企业与社会因素>兴趣与匹配因素	2	薪资是第一位的，其他都可以谈。
SIM-098	大四_谨慎型	1	3	4	2	1	3	1	3	1|7|6	工作稳定性>福利待遇与社会保障>工作环境及工作条件>薪资收入水平	长期职业发展空间>发展个人能力特长>培训和学习机会>晋升机会	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作强度与加班情况>办公硬件环境>工作时间和休假制度>工作地点及通勤条件	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	工作生活因素>企业与社会因素>职业发展因素>薪资与保障因素>兴趣与匹配因素	4	
SIM-099	大四_积极型	1	3	4	1	2	2	2	1	7|2|3|6	工作环境及工作条件>福利待遇与社会保障>工作稳定性>薪资收入水平	发展个人能力特长>培训和学习机会>长期职业发展空间>晋升机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	办公硬件环境>工作时间和休假制度>工作强度与加班情况>工作地点及通勤条件	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	工作生活因素>兴趣与匹配因素>企业与社会因素>薪资与保障因素>职业发展因素	1	离家近、通勤方便对我很重要。
